"Name","Platform","Compiles","CompilesDouble","Uses","UsesDouble","PermutationString"
"/Engine/EngineDebugMaterials/VertexColorMaterial.VertexColorMaterial","0","0","0","79","0","Compiling VertexColorMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithInstancedStaticMeshes,bUsedWithGeometryCollections,bUsedWithGeometryCache}"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","0","154","0","Compiling DefaultMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithMeshParticles,bUsedWithStaticLighting,bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes,bUsedWithNiagaraSprites,bUsedWithNiagaraRibbons,bUsedWithNiagaraMeshParticles}"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_Emissive_Color.M_Emissive_Color","0","0","0","6","0","Compiling M_Emissive_Color: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","0","10","0","Compiling DefaultSpriteMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraSprites}"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","0","40","0","Compiling DefaultSpriteMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraSprites}"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","0","0","0","10","0","Compiling PokeAHoleMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","0","68","0","Compiling HairMeshesDefaultMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|Unknown, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithHairStrands}"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","0","109","0","Compiling HairCardsDefaultMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|Unknown, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithHairStrands}"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","0","68","0","Compiling HairDefaultMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|Unknown, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithHairStrands}"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","0","68","0","Compiling HairDebugMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|Unknown, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithHairStrands}"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","0","10","0","Compiling M_SimpleUnlitTranslucent: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","0","37","0","Compiling CineMat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSplineMeshes}"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","0","10","0","Compiling TranslucentTransformGizmoMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","0","6","0","Compiling TransformGizmoMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","0","20","0","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","0","20","0","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","0","6","0","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","0","6","0","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","0","10","0","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","0","10","0","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","0","23","0","Compiling Xray: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","0","10","0","Compiling Main: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","0","6","0","Compiling WorldPartitionSpatialHashGridPreviewMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","0","54","0","Compiling m_SimpleVolumetricCloud: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","0","10","0","Compiling DefaultPostProcessMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting}"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","0","105","0","Compiling DefaultLightFunctionMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","0","121","0","Compiling DefaultDeferredDecalMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithSplineMeshes}"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","0","975","90","Compiling WorldGridMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=1, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","0","32","0","Compiling DefaultTextMaterialOpaque: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Game/FirstPerson/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","0","66","0","Compiling M_UE4Man_Body: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh}"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","0","66","0","Compiling M_FPGun: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh}"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","0","84","0","Compiling BasicShapeMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes,bUsedWithGeometryCollections}"
"/Game/FirstPerson/Meshes/BaseMaterial.BaseMaterial","0","0","0","52","0","Compiling BaseMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting}"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","0","50","0","Compiling DefaultSpriteMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithNiagaraSprites,bUsedWithNiagaraRibbons}"
"/Game/1_dinos/stegoceras/materials/stegocerasMaterialTest1.stegocerasMaterialTest1","0","0","0","62","0","Compiling stegocerasMaterialTest1: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/A_Surface_Footstep/Niagara_FX/Materials/M_DustySmallS.M_DustySmallS","0","0","0","120","0","Compiling M_DustySmallS: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithNiagaraSprites}"
"/Game/A_Surface_Footstep/Niagara_FX/Materials/M_DirectionalDust.M_DirectionalDust","0","0","0","120","0","Compiling M_DirectionalDust: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithNiagaraSprites}"
"/Game/A_Surface_Footstep/Niagara_FX/Materials/M_General_Debris.M_General_Debris","0","0","0","120","0","Compiling M_General_Debris: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithNiagaraSprites}"
"/Game/1_import/gekkeShrubs/shrubMaterial.shrubMaterial","0","0","0","61","0","Compiling shrubMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}"
"/Engine/EngineSky/M_SkyTimeOfDay.M_SkyTimeOfDay","0","0","0","6","0","Compiling M_SkyTimeOfDay: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","0","0","52","0","Compiling M_Template_Master: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting}"
"/Engine/EngineMeshes/M_Mat_UnrealTech.M_Mat_UnrealTech","0","0","0","38","0","Compiling M_Mat_UnrealTech: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/MSPresets/M_MS_Default_Fuzz_Material/M_MS_Default_Fuzz_Material.M_MS_Default_Fuzz_Material","0","0","0","114","0","Compiling M_MS_Default_Fuzz_Material: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","0","0","0","101","0","Compiling Water_Material: Platform=PCD3D_SM5, Usage=LightingModel=MSM_SingleLayerWater, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes,bUsedWithWater}"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","0","0","0","101","101","Compiling Water_Material: Platform=PCD3D_SM5, Usage=LightingModel=MSM_SingleLayerWater, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes,bUsedWithWater}, StaticSwitch'Enable Water VS Mapping2-1'=True, StaticSwitch'Fluidsim Use Custom DistanceField2-1'=False, StaticSwitch'Show FluidSim Debug Bounds2-1'=False, StaticSwitch'Enable Ocean Foam2-1'=False, StaticSwitch'Enable River2-1'=False, StaticSwitch'Enable Waves2-1'=True, StaticSwitch'Enable Lake Transition2-1'=False, StaticSwitch'Enable Ocean Transition2-1'=False, StaticSwitch'UseScalarWaterBodyIndex2-1'=False, StaticSwitch'Caustics Use Manual Water Body Index2-1'=False, StaticSwitch'Caustics2-1'=False"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","0","0","0","101","101","Compiling Water_Material: Platform=PCD3D_SM5, Usage=LightingModel=MSM_SingleLayerWater, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes,bUsedWithWater}, StaticSwitch'Enable Water VS Mapping2-1'=True, StaticSwitch'Fluidsim Use Custom DistanceField2-1'=False, StaticSwitch'Show FluidSim Debug Bounds2-1'=False, StaticSwitch'Enable Ocean Foam2-1'=False, StaticSwitch'Enable River2-1'=True, StaticSwitch'Enable Waves2-1'=False, StaticSwitch'Enable Lake Transition2-1'=False, StaticSwitch'Enable Ocean Transition2-1'=False, StaticSwitch'UseScalarWaterBodyIndex2-1'=False, StaticSwitch'Caustics Use Manual Water Body Index2-1'=False, StaticSwitch'Caustics2-1'=False"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","0","0","0","101","0","Compiling Water_Material: Platform=PCD3D_SM5, Usage=LightingModel=MSM_SingleLayerWater, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes,bUsedWithWater}, StaticSwitch'Enable Water VS Mapping2-1'=True, StaticSwitch'Fluidsim Use Custom DistanceField2-1'=False, StaticSwitch'Show FluidSim Debug Bounds2-1'=False, StaticSwitch'Enable Ocean Foam2-1'=True, StaticSwitch'Enable River2-1'=True, StaticSwitch'Enable Waves2-1'=False, StaticSwitch'Enable Lake Transition2-1'=False, StaticSwitch'Enable Ocean Transition2-1'=True, StaticSwitch'UseScalarWaterBodyIndex2-1'=False, StaticSwitch'Caustics Use Manual Water Body Index2-1'=False, StaticSwitch'Caustics2-1'=False"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","0","0","0","101","0","Compiling Water_Material: Platform=PCD3D_SM5, Usage=LightingModel=MSM_SingleLayerWater, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes,bUsedWithWater}, StaticSwitch'Enable Water VS Mapping2-1'=True, StaticSwitch'Fluidsim Use Custom DistanceField2-1'=False, StaticSwitch'Show FluidSim Debug Bounds2-1'=False, StaticSwitch'Enable Ocean Foam2-1'=False, StaticSwitch'Enable River2-1'=True, StaticSwitch'Enable Waves2-1'=False, StaticSwitch'Enable Lake Transition2-1'=True, StaticSwitch'Enable Ocean Transition2-1'=False, StaticSwitch'UseScalarWaterBodyIndex2-1'=False, StaticSwitch'Caustics Use Manual Water Body Index2-1'=False, StaticSwitch'Caustics2-1'=False"
"/Game/1_import/voetstappen/lambert2.lambert2","0","0","0","30","0","Compiling lambert2: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
